262144x128,3.1981034969766697,2.632964844191369,1.752526886704177
131072x256,3.494886223162808,2.73144177706327,1.7946854064507216
65536x512,3.6178139491786423,2.720095078698689,1.7344253382944923
32768x1024,3.587009563091897,2.697916580168899,1.813822256561876
16384x2048,3.515499974671444,2.7217762150474556,1.836102176883895
8192x4096,3.741482596104708,2.6595728578564186,1.836602438211421
4096x8192,3.7408319057993915,2.6900721179720857,1.8174142096460115
2048x16384,3.738785944025731,2.684946642465737,1.8820735452970303
1024x32768,3.568551342440481,2.6667155787982972,1.8187490617788789
512x65536,2.8644041533929396,2.5537364733743377,1.7485133709349239
256x131072,2.6497743067629944,2.3545938401105784,1.7295909667675722
